2023-04-01 21:15:58,562 - INFO - Websocket connected
2023-04-01 21:15:58,982 - ERROR - error from callback <function on_message at 0x7f4e5f613160>: 'params'
2023-04-01 21:15:59,000 - INFO - new txn: {'baseFeePerGas': '0x5f5e100', 'difficulty': '0x1', 'extraData': '0x9961a01d4bb0722745b0aace546f9471fb7f695f4a955b7ebf5cb285a17fb6d6', 'gasLimit': '0x4000000000000', 'gasUsed': '0x5e253a', 'hash': '0xa709d0af1ebb62b62c3b2c791f84498ec85a694b7f5633f83c20186f6d85a419', 'l1BlockNumber': '0x859ae7', 'logsBloom': '0x000000000000008000000000000000000000000000000000000000004000000000000000080000000000000000000000000000000000000000000000000000000020000002000000000000000000004000000000000000010000000000c0000000000000000000800000001000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000100000000000000000000000000000400020000010000000020000080000000000000000400000020800000000000000000000000000000000000100000000000000000000000080000200000020000000000000000000000000000000000000000010020', 'miner': '0xa4b000000000000000000073657175656e636572', 'mixHash': '0x00000000000070910000000000859ae7000000000000000a0000000000000000', 'nonce': '0x000000000004da1e', 'number': '0xdefe45', 'parentHash': '0x8e70be93354acdf747fda89e3482c8c90059cbbd31d5493a105c32aedd3efc15', 'receiptsRoot': '0x7488519c90115d22eb01ee7957ce719bde0250c7901e4082096a429e093da61e', 'sendCount': '0x7091', 'sendRoot': '0x9961a01d4bb0722745b0aace546f9471fb7f695f4a955b7ebf5cb285a17fb6d6', 'sha3Uncles': '0x1dcc4de8dec75d7aab85b567b6ccd41ad312451b948a7413f0a142fd40d49347', 'size': '0x6ef', 'stateRoot': '0x470c78cdf4e688b68191a750cbf11cc437ef1ee6e5e36d395b9bc3d595a32e3b', 'timestamp': '0x642851b6', 'transactionsRoot': '0x905a35b3fa7eebab485a19b32a2726fc1a8e021457b4a9e06282c9d00aaf8c66'}
2023-04-01 21:16:03,684 - INFO - new txn: {'baseFeePerGas': '0x5f5e100', 'difficulty': '0x1', 'extraData': '0xf50a34d3c4feccd1644dfa0e2440e28b2b48a0288d439c9ce627373961f8c528', 'gasLimit': '0x4000000000000', 'gasUsed': '0x367c82', 'hash': '0x41f2f1c5b2cb2cbe4c221c699dc2aefe214bf6dbf1954c75be286c4816f9ec46', 'l1BlockNumber': '0x859ae7', 'logsBloom': '0x20020000000000000001000000000000101008000000000000000100000000000000000000000000000002000000000000100000000000004000000000000000000000000000080000000008004000080000000000000000400000000000001000000000000080000400000000000000000400000000000000000010000000000000000000000000000002000000000000000420000000000000000000000000000000000000000042000000000000001000000000000000000000000000000000000002000100004000010000200400000000000000000000010800800010000000040000000020008000000000000001810000800040000100000000000000', 'miner': '0xa4b000000000000000000073657175656e636572', 'mixHash': '0x00000000000070920000000000859ae7000000000000000a0000000000000000', 'nonce': '0x000000000004da1e', 'number': '0xdefe50', 'parentHash': '0xc2297b73eab8fac0c014c0977efa3a1278e22c2f58759981a10fe41a8f3d1594', 'receiptsRoot': '0x0d22b8c25a8336d180662109e0c52cf24473966fd912aca1a2d290f37a1e7940', 'sendCount': '0x7092', 'sendRoot': '0xf50a34d3c4feccd1644dfa0e2440e28b2b48a0288d439c9ce627373961f8c528', 'sha3Uncles': '0x1dcc4de8dec75d7aab85b567b6ccd41ad312451b948a7413f0a142fd40d49347', 'size': '0x457', 'stateRoot': '0xd3047dadb364cf390a8c3a1fc7c04749f77a53ec0d79e671b16cd4aafc0bf56e', 'timestamp': '0x642851bb', 'transactionsRoot': '0xc67cb3bf3739863a7c5ecd209795e257c1975e40d1b9911fdbbb4fca03425a5a'}
2023-04-01 21:16:05,321 - INFO - new txn: {'baseFeePerGas': '0x5f5e100', 'difficulty': '0x1', 'extraData': '0xf50a34d3c4feccd1644dfa0e2440e28b2b48a0288d439c9ce627373961f8c528', 'gasLimit': '0x4000000000000', 'gasUsed': '0x259018', 'hash': '0xe5aa24703928559fa2515409b3d31da78916145772479a1066f886fa06e81af8', 'l1BlockNumber': '0x859ae7', 'logsBloom': '0x00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000', 'miner': '0xa4b000000000000000000073657175656e636572', 'mixHash': '0x00000000000070920000000000859ae7000000000000000a0000000000000000', 'nonce': '0x000000000004da1e', 'number': '0xdefe51', 'parentHash': '0x41f2f1c5b2cb2cbe4c221c699dc2aefe214bf6dbf1954c75be286c4816f9ec46', 'receiptsRoot': '0xcee260cc0050d5d66b2497f329100689086e14004963a4d0f3b827762f93c897', 'sendCount': '0x7092', 'sendRoot': '0xf50a34d3c4feccd1644dfa0e2440e28b2b48a0288d439c9ce627373961f8c528', 'sha3Uncles': '0x1dcc4de8dec75d7aab85b567b6ccd41ad312451b948a7413f0a142fd40d49347', 'size': '0x3b4', 'stateRoot': '0xa88ead86afe756847c656f1c3cbe3d7c6ae4d2da4dfa87a9fde2e993c7053e9c', 'timestamp': '0x642851bc', 'transactionsRoot': '0x65c46d449f829467f148a8f978beb25a99ca20cbc5687257833376b89a6cce81'}
2023-04-01 21:16:06,754 - INFO - new txn: {'baseFeePerGas': '0x5f5e100', 'difficulty': '0x1', 'extraData': '0xf50a34d3c4feccd1644dfa0e2440e28b2b48a0288d439c9ce627373961f8c528', 'gasLimit': '0x4000000000000', 'gasUsed': '0x69b2a7', 'hash': '0x36589f48ddae6126e4579955dcf7bc5f34ad040e9ce93f4a6bf35bb534943a59', 'l1BlockNumber': '0x859ae7', 'logsBloom': '0x00000010000000000000000000000000000000000000000000000000000000000000000000000000000000000080000000000000000000000000000000040000000000000000000000000000000000000000000000040100000000000000000400000000000000000000020000000000000000000000000000000000008000000000000000000200000001000000000020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000208000000000004000000040000100000000000000000000000000000080000000000000010000000000000000', 'miner': '0xa4b000000000000000000073657175656e636572', 'mixHash': '0x00000000000070920000000000859ae7000000000000000a0000000000000000', 'nonce': '0x000000000004da1e', 'number': '0xdefe52', 'parentHash': '0xe5aa24703928559fa2515409b3d31da78916145772479a1066f886fa06e81af8', 'receiptsRoot': '0x4e5442bdc1318b828c2f18bf619fa0f845d63e837c87ee04e9f0f1c3059e2d35', 'sendCount': '0x7092', 'sendRoot': '0xf50a34d3c4feccd1644dfa0e2440e28b2b48a0288d439c9ce627373961f8c528', 'sha3Uncles': '0x1dcc4de8dec75d7aab85b567b6ccd41ad312451b948a7413f0a142fd40d49347', 'size': '0x70e', 'stateRoot': '0x7c01df9bdfb7be2ef86dd7830701659d3fd0992902974fb2703c8c6e1c07fbd4', 'timestamp': '0x642851be', 'transactionsRoot': '0x841c48f0d3a4b03d7eda7ea90d42cfbed9886e1aebb7ba9b5111205fea10d058'}
2023-04-01 21:16:07,368 - INFO - new txn: {'baseFeePerGas': '0x5f5e100', 'difficulty': '0x1', 'extraData': '0xf50a34d3c4feccd1644dfa0e2440e28b2b48a0288d439c9ce627373961f8c528', 'gasLimit': '0x4000000000000', 'gasUsed': '0x57a171', 'hash': '0x79f290eccb8e92c1f66d266eb17d0a055d7353ce8cf27b76f25deb8060323a5e', 'l1BlockNumber': '0x859ae7', 'logsBloom': '0x00000000000000000000000204000800000000000000000000000000000400000000000000000000000000000000000010000000000000000840000000000000088000020000000000000400000000000000000000000000000000000000000000000000000000000000000002000000000000000000000000000000000000000000020000000000000000004000000000000001000000100400000400000400000000010000000000000000000200000000000000000040000000000000000000000000000000000002000000000000100000000000000000000000000000400000000000000004000004000000000000000000000008000010000000000800', 'miner': '0xa4b000000000000000000073657175656e636572', 'mixHash': '0x00000000000070920000000000859ae7000000000000000a0000000000000000', 'nonce': '0x000000000004da1e', 'number': '0xdefe53', 'parentHash': '0x36589f48ddae6126e4579955dcf7bc5f34ad040e9ce93f4a6bf35bb534943a59', 'receiptsRoot': '0x47bab029dc0bab7c1e8d4876b9a211a31544cac2da98baf887ebb74cd56511c6', 'sendCount': '0x7092', 'sendRoot': '0xf50a34d3c4feccd1644dfa0e2440e28b2b48a0288d439c9ce627373961f8c528', 'sha3Uncles': '0x1dcc4de8dec75d7aab85b567b6ccd41ad312451b948a7413f0a142fd40d49347', 'size': '0x68e', 'stateRoot': '0xd0ff4fc71f9330d6b08eaab1a60bd0298dc86b745bb9c7569c5187c01119d115', 'timestamp': '0x642851be', 'transactionsRoot': '0x0b9f2aa9d50880246ca638d41f5cab07766d5d0a9aced9d991c31e1299489cb6'}
2023-04-01 21:16:07,370 - INFO - new txn: {'baseFeePerGas': '0x5f5e100', 'difficulty': '0x1', 'extraData': '0xf50a34d3c4feccd1644dfa0e2440e28b2b48a0288d439c9ce627373961f8c528', 'gasLimit': '0x4000000000000', 'gasUsed': '0x6bb20b', 'hash': '0xdfca1e9c98147e9468d0e8ba12dd2b792849defa9e8abf3728bdd37a49b9311c', 'l1BlockNumber': '0x859ae7', 'logsBloom': '0x00000010000000000000000000000000000000000000000000000000000000000000000000000000000000000080000800000000000000000000000000040000000002000000000000000000000000000000000000040100000000000000000400000000000000000000000000000000000000000000000000000000008000000000000000000200000000000000000020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000200000000000004000000040000100400000000000000000000000000080000000000000010000000000000000', 'miner': '0xa4b000000000000000000073657175656e636572', 'mixHash': '0x00000000000070920000000000859ae7000000000000000a0000000000000000', 'nonce': '0x000000000004da1e', 'number': '0xdefe54', 'parentHash': '0x79f290eccb8e92c1f66d266eb17d0a055d7353ce8cf27b76f25deb8060323a5e', 'receiptsRoot': '0x236853c4f9ef407f78cc48aed081eebf054e8911449c7cb86472af36f087120f', 'sendCount': '0x7092', 'sendRoot': '0xf50a34d3c4feccd1644dfa0e2440e28b2b48a0288d439c9ce627373961f8c528', 'sha3Uncles': '0x1dcc4de8dec75d7aab85b567b6ccd41ad312451b948a7413f0a142fd40d49347', 'size': '0x70f', 'stateRoot': '0x8ec7b4cc1b904bb1ee1b003824be741c5e87be92f1eecc58572d089aec148289', 'timestamp': '0x642851be', 'transactionsRoot': '0x7e42876e518e9daaec21829de754a7519b27e7c0fa652ae7066126b4427e2a8b'}
2023-04-01 21:16:07,573 - INFO - new txn: {'baseFeePerGas': '0x5f5e100', 'difficulty': '0x1', 'extraData': '0xf50a34d3c4feccd1644dfa0e2440e28b2b48a0288d439c9ce627373961f8c528', 'gasLimit': '0x4000000000000', 'gasUsed': '0x3507cd', 'hash': '0x28dc0e842dac469ad922710030e5138f080da036222eb512288552744049ad3b', 'l1BlockNumber': '0x859ae7', 'logsBloom': '0x00000400100000000000000000000000000000000000000020000000000000000000000000000000000000000000000000000000000000000820000000210000000000000001000000000008200000004000000000000008000000000000000000010000020000000000000800000800000000000000000000000010100000090000800000000000000000000000000000000000080000000000000000000000020000040800000000000000000000000002002000200000000000000000000000000002000002000000000008000000000000002000000000000000010422080010000001000000000000000000000000000000001000000001000000000000', 'miner': '0xa4b000000000000000000073657175656e636572', 'mixHash': '0x00000000000070920000000000859ae7000000000000000a0000000000000000', 'nonce': '0x000000000004da1e', 'number': '0xdefe55', 'parentHash': '0xdfca1e9c98147e9468d0e8ba12dd2b792849defa9e8abf3728bdd37a49b9311c', 'receiptsRoot': '0x843824ef23c2415dd26918d53f4ede1f7f602ad3d00e3a786c289b3f1ea43aa3', 'sendCount': '0x7092', 'sendRoot': '0xf50a34d3c4feccd1644dfa0e2440e28b2b48a0288d439c9ce627373961f8c528', 'sha3Uncles': '0x1dcc4de8dec75d7aab85b567b6ccd41ad312451b948a7413f0a142fd40d49347', 'size': '0x479', 'stateRoot': '0xdca12c816bee8c63acd295c98c5e7796b8e6289e3388d6cea0c0f40ad26964f1', 'timestamp': '0x642851bf', 'transactionsRoot': '0x351962144be7882d65f3ec783846e1bad76955b5452e0763b71cd284a459770c'}
2023-04-01 21:16:07,577 - INFO - new txn: {'baseFeePerGas': '0x5f5e100', 'difficulty': '0x1', 'extraData': '0xf50a34d3c4feccd1644dfa0e2440e28b2b48a0288d439c9ce627373961f8c528', 'gasLimit': '0x4000000000000', 'gasUsed': '0x58e6c9', 'hash': '0x6aef71fc73e64d5dac092ccc47f3d1cf4f7aefc4d216ab8cdbe3bf9ab21c578e', 'l1BlockNumber': '0x859ae7', 'logsBloom': '0x200200000000000000000000100000001110080000000000005040400000010000000000000008000000020000100000000000300001040040000000000000000000100081000c0000000008000000000000000000000100000000000000000000000000020080000000800000000800000100000008000000000010000024001101000000000000000002000000000000800400400000001000000000000000200000000000000042000008000000105000000000000000000000000000000000000002080100024000000000020400000000000000000000010800000020000000040000000000008000100020000000810000000000000100000000000000', 'miner': '0xa4b000000000000000000073657175656e636572', 'mixHash': '0x00000000000070920000000000859ae7000000000000000a0000000000000000', 'nonce': '0x000000000004da1e', 'number': '0xdefe56', 'parentHash': '0x28dc0e842dac469ad922710030e5138f080da036222eb512288552744049ad3b', 'receiptsRoot': '0xe298d8da352caa141394f14570da6d4752114b7a42e7575cb1a3219e4798c820', 'sendCount': '0x7092', 'sendRoot': '0xf50a34d3c4feccd1644dfa0e2440e28b2b48a0288d439c9ce627373961f8c528', 'sha3Uncles': '0x1dcc4de8dec75d7aab85b567b6ccd41ad312451b948a7413f0a142fd40d49347', 'size': '0x4cf', 'stateRoot': '0x5de3b64f3140487cc820defd621e177522217cb09bc2a331b730f76ba809843d', 'timestamp': '0x642851bf', 'transactionsRoot': '0xbe6c7bd8083f2fa7bf4e43312962a0eb201c22dceb986e2990d7a7b6c19cb95d'}
2023-04-01 21:16:08,392 - INFO - new txn: {'baseFeePerGas': '0x5f5e100', 'difficulty': '0x1', 'extraData': '0xf50a34d3c4feccd1644dfa0e2440e28b2b48a0288d439c9ce627373961f8c528', 'gasLimit': '0x4000000000000', 'gasUsed': '0x4bb23f', 'hash': '0x55c33ddb77de08d7740742210ad88a3085646c3521795a15ef87a729937c563b', 'l1BlockNumber': '0x859ae7', 'logsBloom': '0x20000000000000000000000000000000100008000000000000000040000000000000000000000000000000000010000000000020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000', 'miner': '0xa4b000000000000000000073657175656e636572', 'mixHash': '0x00000000000070920000000000859ae7000000000000000a0000000000000000', 'nonce': '0x000000000004da1e', 'number': '0xdefe57', 'parentHash': '0x6aef71fc73e64d5dac092ccc47f3d1cf4f7aefc4d216ab8cdbe3bf9ab21c578e', 'receiptsRoot': '0x4012b3b61ef8daf47e69fe417ce3e0f117cca6103c70f8ed50a2f027ef3b1c31', 'sendCount': '0x7092', 'sendRoot': '0xf50a34d3c4feccd1644dfa0e2440e28b2b48a0288d439c9ce627373961f8c528', 'sha3Uncles': '0x1dcc4de8dec75d7aab85b567b6ccd41ad312451b948a7413f0a142fd40d49347', 'size': '0x4d9', 'stateRoot': '0xed5384d8218b3b737f3b31797e6607043010b1fdeb7bd6b15af7a9ecc3da0040', 'timestamp': '0x642851bf', 'transactionsRoot': '0x4f3e6d6aab80dee73312d776317c24549ba0ed69530a432a928fe38a2ac95a77'}
2023-04-01 21:16:08,588 - INFO - new txn: {'baseFeePerGas': '0x5f5e100', 'difficulty': '0x1', 'extraData': '0xf50a34d3c4feccd1644dfa0e2440e28b2b48a0288d439c9ce627373961f8c528', 'gasLimit': '0x4000000000000', 'gasUsed': '0x2663cc', 'hash': '0xe19203faf1c58be04f7c0dd3b13e12959e90d06d49be8483643e3420ef898a94', 'l1BlockNumber': '0x859ae7', 'logsBloom': '0x00200000800000800000000001000000000000000000000000002000000000000010000000000000000000000401040000000000000000000000000000000800000000000000000004000000000000000080080000000000000000000000000000004000000400000000028004000004000000000002000000000000800000000000000000000000000000000000000000800000840000000000000000000000000000000000000400000000810000000000000000000000000000000000000000001000000000001001000000000000000000000002000000000000000000000000400000000000000020000000000000800000000000000000001000000400', 'miner': '0xa4b000000000000000000073657175656e636572', 'mixHash': '0x00000000000070920000000000859ae7000000000000000a0000000000000000', 'nonce': '0x000000000004da1e', 'number': '0xdefe58', 'parentHash': '0x55c33ddb77de08d7740742210ad88a3085646c3521795a15ef87a729937c563b', 'receiptsRoot': '0x3e049e60111b365e1641ad0d55f7345680cdbb58586cd8a68c911176637edd49', 'sendCount': '0x7092', 'sendRoot': '0xf50a34d3c4feccd1644dfa0e2440e28b2b48a0288d439c9ce627373961f8c528', 'sha3Uncles': '0x1dcc4de8dec75d7aab85b567b6ccd41ad312451b948a7413f0a142fd40d49347', 'size': '0x3bc', 'stateRoot': '0x918829dd1ddcf19fc17aaf2c076ece4ae1470d43dc8c772a9e8a11db9ebb1f90', 'timestamp': '0x642851c0', 'transactionsRoot': '0xd8c68fff07e6032bdd812191c6d3502a795131c88957c8746e78d529668e32df'}
2023-04-01 21:16:09,007 - INFO - new txn: {'baseFeePerGas': '0x5f5e100', 'difficulty': '0x1', 'extraData': '0xf50a34d3c4feccd1644dfa0e2440e28b2b48a0288d439c9ce627373961f8c528', 'gasLimit': '0x4000000000000', 'gasUsed': '0x5cabac', 'hash': '0x74dbc2a376fad43d21019349988c7c9daa2a4fbca1aad44f716b7a879f4bc61b', 'l1BlockNumber': '0x859ae7', 'logsBloom': '0x00000000000000800000000000000000000000000000000000000000000000000000000008000000000000000000000000080000000000000000000000000000000000001000000000000000000000000000000000000001000000000040000400000000000000000001000000000000000000000000000000000000000000000000000000000800000000000000000000000000000000000000000100000000000000000000000000000400020002010000000020400080000000000000000400000400000000000000000000000000000010000000000000000000000000000000080000300000000000001000000000000000008000000000000000010020', 'miner': '0xa4b000000000000000000073657175656e636572', 'mixHash': '0x00000000000070920000000000859ae7000000000000000a0000000000000000', 'nonce': '0x000000000004da1e', 'number': '0xdefe59', 'parentHash': '0xe19203faf1c58be04f7c0dd3b13e12959e90d06d49be8483643e3420ef898a94', 'receiptsRoot': '0x73cef592cf9b9332d0ba3ab5d7e4435e87a4714b619b1184294a67624a050c2b', 'sendCount': '0x7092', 'sendRoot': '0xf50a34d3c4feccd1644dfa0e2440e28b2b48a0288d439c9ce627373961f8c528', 'sha3Uncles': '0x1dcc4de8dec75d7aab85b567b6ccd41ad312451b948a7413f0a142fd40d49347', 'size': '0x6ef', 'stateRoot': '0xc45d4f758dd4d7f216a328bd0e2cd3899bf5fecbd9225ebc5026afea2ae402ee', 'timestamp': '0x642851c0', 'transactionsRoot': '0x8151c0e9d3051481b93a7de07be49b1a0b0e70e0778b603b3e1ce2d28ff32e01'}
2023-04-01 21:16:09,621 - INFO - new txn: {'baseFeePerGas': '0x5f5e100', 'difficulty': '0x1', 'extraData': '0xf50a34d3c4feccd1644dfa0e2440e28b2b48a0288d439c9ce627373961f8c528', 'gasLimit': '0x4000000000000', 'gasUsed': '0x5e8050', 'hash': '0x265d196e665ac3679ae322d4797076994a30248e64eebd359199a5a952d2a41c', 'l1BlockNumber': '0x859ae7', 'logsBloom': '0x00000000000000800000000000000000000000000010000000100000000000000000000008000000000000000000000000080000000000000000000000000000000000000000000000000000000000000000000000000001000000000040000400000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000010000000000000400020002010000000020400080000000020000000400000000000000000000000000000000000000000000000000000000000000000000080000300000000000001000000002000000000000000000000000010020', 'miner': '0xa4b000000000000000000073657175656e636572', 'mixHash': '0x00000000000070920000000000859ae7000000000000000a0000000000000000', 'nonce': '0x000000000004da1e', 'number': '0xdefe5a', 'parentHash': '0x74dbc2a376fad43d21019349988c7c9daa2a4fbca1aad44f716b7a879f4bc61b', 'receiptsRoot': '0xfadc5d29cae53685b3020882fd137780f32db373f38ce40852c9b1890a8c0dd4', 'sendCount': '0x7092', 'sendRoot': '0xf50a34d3c4feccd1644dfa0e2440e28b2b48a0288d439c9ce627373961f8c528', 'sha3Uncles': '0x1dcc4de8dec75d7aab85b567b6ccd41ad312451b948a7413f0a142fd40d49347', 'size': '0x6ef', 'stateRoot': '0xb378c967bb24160ed59309a7a1daae87572d915afd6d8af084352c84f38b9bd8', 'timestamp': '0x642851c1', 'transactionsRoot': '0x5255a72582205ecc707fef78287e01feb7236ea26d37b15c9a99aeceebbb61f8'}
2023-04-01 21:16:09,826 - INFO - new txn: {'baseFeePerGas': '0x5f5e100', 'difficulty': '0x1', 'extraData': '0xf50a34d3c4feccd1644dfa0e2440e28b2b48a0288d439c9ce627373961f8c528', 'gasLimit': '0x4000000000000', 'gasUsed': '0x5d16cf', 'hash': '0x7bc68aa06bc315f3e3fab8f6d9d01249ea8c3913946ce6059a88a7f1494cbcd7', 'l1BlockNumber': '0x859ae7', 'logsBloom': '0x00000000000000800000000000000000040000000000000000000000080000000000000008000000002000000000000000000000000000000000000000000000002000000000000000000000000000400000000000000001000000000040000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000400021000010000000028000080000000000000000400000000800000000000000000000000000010000000100000000000000000000000080000200000020000000000000000000000000000000000000000010020', 'miner': '0xa4b000000000000000000073657175656e636572', 'mixHash': '0x00000000000070920000000000859ae7000000000000000a0000000000000000', 'nonce': '0x000000000004da1e', 'number': '0xdefe5b', 'parentHash': '0x265d196e665ac3679ae322d4797076994a30248e64eebd359199a5a952d2a41c', 'receiptsRoot': '0x38d9608bde33ae5829727396db13a8a42b89412d93daf48e9f4d71b95b15cf85', 'sendCount': '0x7092', 'sendRoot': '0xf50a34d3c4feccd1644dfa0e2440e28b2b48a0288d439c9ce627373961f8c528', 'sha3Uncles': '0x1dcc4de8dec75d7aab85b567b6ccd41ad312451b948a7413f0a142fd40d49347', 'size': '0x6ef', 'stateRoot': '0xf3fbb8e298fbd50f7cc96a08b4c48f4576aec7ee29c0fac74f91e4c2d9afc30b', 'timestamp': '0x642851c1', 'transactionsRoot': '0xd74085cf924df5bf7db680db41c9b567f81cca1940af4983fc76eb9a0e8628bc'}
2023-04-01 21:16:10,236 - INFO - new txn: {'baseFeePerGas': '0x5f5e100', 'difficulty': '0x1', 'extraData': '0xf50a34d3c4feccd1644dfa0e2440e28b2b48a0288d439c9ce627373961f8c528', 'gasLimit': '0x4000000000000', 'gasUsed': '0x5bd2c7', 'hash': '0xd72ef6c23d4c387519cbbb3fc000da105b4b194accc14676d61279ef50f56183', 'l1BlockNumber': '0x859ae7', 'logsBloom': '0x00000000000000800000000000000000000000000000000000000000000000000000000008000000000000040000000000000000000000000000000000000000002000000000000000000000000000400000000000000001000000000040000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000040000000000800000000040400020000010000000020000080000000000000000400000000800000000000000000000000000000000000100100000000000000000000080000200000020000000000000000000000000000000000000000010020', 'miner': '0xa4b000000000000000000073657175656e636572', 'mixHash': '0x00000000000070920000000000859ae7000000000000000a0000000000000000', 'nonce': '0x000000000004da1e', 'number': '0xdefe5c', 'parentHash': '0x7bc68aa06bc315f3e3fab8f6d9d01249ea8c3913946ce6059a88a7f1494cbcd7', 'receiptsRoot': '0xe3532b1a1d37adeb317fc24aea86e0f2a7a53fd8ea309a077b2e9bf6b18e07dc', 'sendCount': '0x7092', 'sendRoot': '0xf50a34d3c4feccd1644dfa0e2440e28b2b48a0288d439c9ce627373961f8c528', 'sha3Uncles': '0x1dcc4de8dec75d7aab85b567b6ccd41ad312451b948a7413f0a142fd40d49347', 'size': '0x6ef', 'stateRoot': '0x7df75c4991a9670857ae80da2e9cd9bf065aab21e7ed15d1ca8474d017a6dc4e', 'timestamp': '0x642851c1', 'transactionsRoot': '0x296063d9098a9591812346918e86dc4998258401a7610a5628fc526e6109e57e'}
2023-04-01 21:16:10,237 - INFO - new txn: {'baseFeePerGas': '0x5f5e100', 'difficulty': '0x1', 'extraData': '0xf50a34d3c4feccd1644dfa0e2440e28b2b48a0288d439c9ce627373961f8c528', 'gasLimit': '0x4000000000000', 'gasUsed': '0x45d2a8', 'hash': '0xe4af135b168af52c9e9f31e6e8c6694027da55f7341e6b2483e391e76724a047', 'l1BlockNumber': '0x859ae7', 'logsBloom': '0x00000000000000000000080000000800000000000000004000000000000480000040040000000000040000000000000000000000000002000814000000000000000000000001000000004000000000000000000000000000400000040000000000000040000000000000000000000000000000000000000000000000800000000000020000000000000000000000000000010000000000000000000401010004020000000000000080000000000000200400000000000000000000202000000200000000000000010000005000100200010000000000000000000000000000000000000000020000040000000000000000000000001000000018000000000000', 'miner': '0xa4b000000000000000000073657175656e636572', 'mixHash': '0x00000000000070920000000000859ae7000000000000000a0000000000000000', 'nonce': '0x000000000004da1e', 'number': '0xdefe5d', 'parentHash': '0xd72ef6c23d4c387519cbbb3fc000da105b4b194accc14676d61279ef50f56183', 'receiptsRoot': '0x0c642bbaa2355aa7740a020639367154c2d167a11bf2a191f2768ab8b5b60065', 'sendCount': '0x7092', 'sendRoot': '0xf50a34d3c4feccd1644dfa0e2440e28b2b48a0288d439c9ce627373961f8c528', 'sha3Uncles': '0x1dcc4de8dec75d7aab85b567b6ccd41ad312451b948a7413f0a142fd40d49347', 'size': '0x68f', 'stateRoot': '0xfee3621b5d855641a5936bea9d03ef4acbbd2cbb359957ec5a096b2237907903', 'timestamp': '0x642851c1', 'transactionsRoot': '0x8faee8d57ca6f63251cbc481e12bca15364030536c54d643846b83de9fed78b1'}
2023-04-01 21:16:10,645 - INFO - new txn: {'baseFeePerGas': '0x5f5e100', 'difficulty': '0x1', 'extraData': '0xf50a34d3c4feccd1644dfa0e2440e28b2b48a0288d439c9ce627373961f8c528', 'gasLimit': '0x4000000000000', 'gasUsed': '0x6c6966', 'hash': '0x7d91fd6ad88bb646e8acf3ecb587e4a081b11886f602ed85d961b579b1b03475', 'l1BlockNumber': '0x859ae7', 'logsBloom': '0x00000010000000010000000000000000000000000000000000000000000000000000000000000000000000000080000000000000000000000000000000040000000000000000000000000000000000000000000000040100000000000000000400000000000000000000000000000000000000000000000000000000008000000000000000000200000000000000000020040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000800000000000000000200000000000004000000040000100000000000000000000000000000080000000000000010000000000000000', 'miner': '0xa4b000000000000000000073657175656e636572', 'mixHash': '0x00000000000070920000000000859ae7000000000000000a0000000000000000', 'nonce': '0x000000000004da1e', 'number': '0xdefe5e', 'parentHash': '0xe4af135b168af52c9e9f31e6e8c6694027da55f7341e6b2483e391e76724a047', 'receiptsRoot': '0x2de35f30b22f18d85423372c3d3134deb2b2510323c7938970b3139fd9147fac', 'sendCount': '0x7092', 'sendRoot': '0xf50a34d3c4feccd1644dfa0e2440e28b2b48a0288d439c9ce627373961f8c528', 'sha3Uncles': '0x1dcc4de8dec75d7aab85b567b6ccd41ad312451b948a7413f0a142fd40d49347', 'size': '0x70f', 'stateRoot': '0xd69c529cc53360e2766999ff2ee9c7be7184f9122215e31dcdce55a485744b25', 'timestamp': '0x642851c2', 'transactionsRoot': '0x88e778f744afcaac31f15600d761c41d919bb27243f74973753085c2af6d61cc'}
